what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340274004513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340274112622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340274114356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340274191944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340274192769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1340274204784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340274206773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340274209503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340274210307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340274237757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340274247428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340274248336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340275704620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340276531219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340276989691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340276991131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340276992512
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340276995754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340277026822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340277027716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340277060093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340277061060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340277088733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340277089610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340277103621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340277167635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340280521870
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1340280522279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340280526042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340280527523
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340280527816
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1340280528489
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1340280528489
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1340280528489
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1340280528489
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1340280528489
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1340280528500
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1340280528506
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1340280528506
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1340280528506
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1340280528506
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1340280528506
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1340280528506
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1340280528506
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.603.v201202012024,"org.eclipse.jst.ws.consumption",1340280528506
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1340280528506
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1340280528523
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1340280528523
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1340280528523
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1340280528523
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1340280528523
stopped,bundle,org.eclipse.jst.ws,1.0.509.v201108250610,"org.eclipse.jst.ws",1340280528527
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1340280528528
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.403.v201108240515,"org.eclipse.wst.wsdl.ui",1340280528528
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1340280528528
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1340280528528
stopped,bundle,org.eclipse.wst.wsi,1.0.401.v201104071820,"org.eclipse.wst.wsi",1340280528528
stopped,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1340280528530
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1340280528533
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1340280528534
